year,month,value,date
1949,9,-0.15,194909
1949,10,0.04,194910
1949,11,0.06,194911
1949,12,-0.35,194912
1950,1,-0.76,195001
1950,2,-0.46,195002
1950,3,-0.11,195003
1950,4,-0.31,195004
1950,5,-0.02,195005
1950,6,-0.12,195006
1950,7,-0.29,195007
1950,8,-0.38,195008
1950,9,-0.11,195009
1950,10,-0.25,195010
1950,11,-0.83,195011
1950,12,-0.15,195012
1951,1,-0.58,195101
1951,2,-0.99,195102
1951,3,-0.26,195103
1951,4,-0.11,195104
1951,5,0.16,195105
1951,6,-0.11,195106
1951,7,0.03,195107
1951,8,0.1,195108
1951,9,0.32,195109
1951,10,0.19,195110
1951,11,-0.02,195111
1951,12,0.59,195112
1952,1,0.31,195201
1952,2,0.06,195202
1952,3,-0.31,195203
1952,4,0.05,195204
1952,5,0.03,195205
1952,6,0.01,195206
1952,7,0.13,195207
1952,8,0.05,195208
1952,9,0.16,195209
1952,10,-0.23,195210
1952,11,-0.72,195211
1952,12,-0.12,195212
1953,1,0.21,195301
1953,2,0.39,195302
1953,3,0.49,195303
1953,4,0.36,195304
1953,5,0.18,195305
1953,6,0.18,195306
1953,7,0.06,195307
1953,8,0.14,195308
1953,9,0.16,195309
1953,10,0.2,195310
1953,11,-0.23,195311
1953,12,0.27,195312
1954,1,-0.68,195401
1954,2,-0.2,195402
1954,3,-0.2,195403
1954,4,-0.28,195404
1954,5,-0.36,195405
1954,6,-0.07,195406
1954,7,-0.12,195407
1954,8,0.04,195408
1954,9,0.08,195409
1954,10,0.11,195410
1954,11,0.41,195411
1954,12,-0.23,195412
1955,1,0.66,195501
1955,2,-0.05,195502
1955,3,-0.73,195503
1955,4,-0.45,195504
1955,5,-0.09,195505
1955,6,0.01,195506
1955,7,-0.19,195507
1955,8,0.14,195508
1955,9,-0.02,195509
1955,10,0.09,195510
1955,11,-0.29,195511
1955,12,-0.43,195512
1956,1,-0.4,195601
1956,2,-0.61,195602
1956,3,-0.42,195603
1956,4,-0.51,195604
1956,5,-0.42,195605
1956,6,-0.22,195606
1956,7,-0.22,195607
1956,8,-0.4,195608
1956,9,-0.41,195609
1956,10,-0.38,195610
1956,11,-0.41,195611
1956,12,-0.39,195612
1957,1,-0.32,195701
1957,2,-0.35,195702
1957,3,-0.3,195703
1957,4,-0.27,195704
1957,5,-0.07,195705
1957,6,0.12,195706
1957,7,-0.16,195707
1957,8,0.06,195708
1957,9,0.13,195709
1957,10,-0.04,195710
1957,11,0.19,195711
1957,12,0.63,195712
1958,1,0.77,195801
1958,2,0.39,195802
1958,3,0.12,195803
1958,4,0.11,195804
1958,5,0.18,195805
1958,6,-0.06,195806
1958,7,0.07,195807
1958,8,-0.01,195808
1958,9,-0.14,195809
1958,10,0,195810
1958,11,0.16,195811
1958,12,0.26,195812
1959,1,0.23,195901
1959,2,0.06,195902
1959,3,0.57,195903
1959,4,0.26,195904
1959,5,-0.07,195905
1959,6,0.19,195906
1959,7,0.11,195907
1959,8,0.05,195908
1959,9,0.13,195909
1959,10,-0.17,195910
1959,11,-0.33,195911
1959,12,0,195912
1960,1,0.07,196001
1960,2,0.66,196002
1960,3,-0.73,196003
1960,4,-0.22,196004
1960,5,-0.43,196005
1960,6,0.15,196006
1960,7,-0.09,196007
1960,8,0.03,196008
1960,9,0.08,196009
1960,10,0.02,196010
1960,11,-0.24,196011
1960,12,0.66,196012
1961,1,0.31,196101
1961,2,0.41,196102
1961,3,0.41,196103
1961,4,0.19,196104
1961,5,0.25,196105
1961,6,0.17,196106
1961,7,0.01,196107
1961,8,0.01,196108
1961,9,0.03,196109
1961,10,-0.22,196110
1961,11,0.06,196111
1961,12,-0.16,196112
1962,1,0.36,196201
1962,2,0.5,196202
1962,3,0.34,196203
1962,4,0.2,196204
1962,5,0.01,196205
1962,6,-0.14,196206
1962,7,-0.01,196207
1962,8,-0.04,196208
1962,9,0.02,196209
1962,10,0.17,196210
1962,11,0.19,196211
1962,12,0.35,196212
1963,1,0.17,196301
1963,2,0.91,196302
1963,3,0.04,196303
1963,4,-0.16,196304
1963,5,-0.18,196305
1963,6,-0.1,196306
1963,7,0.18,196307
1963,8,0.21,196308
1963,9,0.32,196309
1963,10,0.61,196310
1963,11,0.47,196311
1963,12,0.13,196312
1964,1,0.13,196401
1964,2,-0.19,196402
1964,3,-0.29,196403
1964,4,-0.35,196404
1964,5,-0.09,196405
1964,6,-0.16,196406
1964,7,-0.15,196407
1964,8,-0.19,196408
1964,9,-0.29,196409
1964,10,-0.48,196410
1964,11,-0.15,196411
1964,12,-0.34,196412
1965,1,0.12,196501
1965,2,-0.38,196502
1965,3,-0.08,196503
1965,4,-0.41,196504
1965,5,-0.1,196505
1965,6,-0.06,196506
1965,7,-0.16,196507
1965,8,-0.17,196508
1965,9,-0.15,196509
1965,10,0.15,196510
1965,11,-0.24,196511
1965,12,0.06,196512
1966,1,-0.15,196601
1966,2,-0.03,196602
1966,3,0.12,196603
1966,4,-0.27,196604
1966,5,-0.02,196605
1966,6,0.19,196606
1966,7,0.17,196607
1966,8,0.1,196608
1966,9,0.09,196609
1966,10,-0.14,196610
1966,11,-0.16,196611
1966,12,-0.47,196612
1967,1,-0.2,196701
1967,2,-0.38,196702
1967,3,0.1,196703
1967,4,0.13,196704
1967,5,0.34,196705
1967,6,-0.2,196706
1967,7,-0.11,196707
1967,8,-0.11,196708
1967,9,-0.09,196709
1967,10,0.53,196710
1967,11,0.1,196711
1967,12,0.12,196712
1968,1,-0.34,196801
1968,2,-0.06,196802
1968,3,0.87,196803
1968,4,-0.03,196804
1968,5,-0.21,196805
1968,6,-0.22,196806
1968,7,-0.15,196807
1968,8,-0.17,196808
1968,9,-0.2,196809
1968,10,-0.1,196810
1968,11,-0.19,196811
1968,12,-0.47,196812
1969,1,-1.04,196901
1969,2,-0.87,196902
1969,3,-0.04,196903
1969,4,0.11,196904
1969,5,0.05,196905
1969,6,-0.03,196906
1969,7,0.12,196907
1969,8,0.02,196908
1969,9,-0.06,196909
1969,10,-0.03,196910
1969,11,0.41,196911
1969,12,0.48,196912
1970,1,0.08,197001
1970,2,0.57,197002
1970,3,-0.12,197003
1970,4,0.22,197004
1970,5,0.02,197005
1970,6,0.15,197006
1970,7,0.1,197007
1970,8,-0.01,197008
1970,9,0.03,197009
1970,10,-0.21,197010
1970,11,-0.01,197011
1970,12,-0.22,197012
1971,1,0.12,197101
1971,2,-0.37,197102
1971,3,-0.13,197103
1971,4,-0.15,197104
1971,5,-0.08,197105
1971,6,-0.16,197106
1971,7,-0.06,197107
1971,8,-0.03,197108
1971,9,0.12,197109
1971,10,-0.02,197110
1971,11,0.38,197111
1971,12,0.17,197112
1972,1,-0.88,197201
1972,2,-0.76,197202
1972,3,0.02,197203
1972,4,0.03,197204
1972,5,-0.05,197205
1972,6,0.08,197206
1972,7,-0.06,197207
1972,8,0.06,197208
1972,9,-0.21,197209
1972,10,-0.06,197210
1972,11,-0.23,197211
1972,12,0.16,197212
1973,1,0.29,197301
1973,2,0.83,197302
1973,3,0.79,197303
1973,4,0.52,197304
1973,5,0.36,197305
1973,6,0.48,197306
1973,7,0.23,197307
1973,8,0.15,197308
1973,9,0.06,197309
1973,10,0.1,197310
1973,11,0.02,197311
1973,12,0.29,197312
1974,1,-0.61,197401
1974,2,-0.63,197402
1974,3,0.1,197403
1974,4,0.09,197404
1974,5,-0.05,197405
1974,6,-0.08,197406
1974,7,0.06,197407
1974,8,-0.04,197408
1974,9,-0.17,197409
1974,10,-0.28,197410
1974,11,-0.22,197411
1974,12,-0.3,197412
1975,1,0.39,197501
1975,2,0.14,197502
1975,3,0.43,197503
1975,4,0.3,197504
1975,5,0.24,197505
1975,6,0.2,197506
1975,7,0.1,197507
1975,8,-0.08,197508
1975,9,0.22,197509
1975,10,-0.11,197510
1975,11,-0.16,197511
1975,12,0.08,197512
1976,1,0.27,197601
1976,2,-0.2,197602
1976,3,-0.66,197603
1976,4,0.11,197604
1976,5,-0.16,197605
1976,6,-0.22,197606
1976,7,-0.23,197607
1976,8,-0.2,197608
1976,9,-0.04,197609
1976,10,-0.83,197610
1976,11,-0.43,197611
1976,12,-0.13,197612
1977,1,-0.47,197701
1977,2,0.33,197702
1977,3,0.68,197703
1977,4,0.59,197704
1977,5,0.43,197705
1977,6,0.46,197706
1977,7,0.21,197707
1977,8,0.1,197708
1977,9,0.17,197709
1977,10,-0.04,197710
1977,11,0.57,197711
1977,12,0.08,197712
1978,1,0.18,197801
1978,2,0.21,197802
1978,3,0.48,197803
1978,4,0.31,197804
1978,5,0.05,197805
1978,6,-0.09,197806
1978,7,-0.02,197807
1978,8,-0.22,197808
1978,9,0.02,197809
1978,10,0.08,197810
1978,11,0.33,197811
1978,12,0.05,197812
1979,1,-0.05,197901
1979,2,-0.17,197902
1979,3,0.29,197903
1979,4,-0.19,197904
1979,5,0.1,197905
1979,6,0.13,197906
1979,7,0.1,197907
1979,8,0.18,197908
1979,9,0.2,197909
1979,10,0.35,197910
1979,11,0.25,197911
1979,12,0.97,197912
1980,1,0.2,198001
1980,2,0.44,198002
1980,3,0.03,198003
1980,4,0.44,198004
1980,5,0.5,198005
1980,6,0.26,198006
1980,7,0.23,198007
1980,8,0.25,198008
1980,9,0.21,198009
1980,10,0.26,198010
1980,11,0.64,198011
1980,12,0.39,198012
1981,1,1.2,198101
1981,2,0.9,198102
1981,3,0.97,198103
1981,4,0.69,198104
1981,5,0.33,198105
1981,6,0.29,198106
1981,7,0.22,198107
1981,8,0.39,198108
1981,9,0.15,198109
1981,10,0.05,198110
1981,11,0.29,198111
1981,12,0.9,198112
1982,1,-0.12,198201
1982,2,0.18,198202
1982,3,-0.13,198203
1982,4,0.34,198204
1982,5,0.15,198205
1982,6,-0.01,198206
1982,7,0.2,198207
1982,8,0.13,198208
1982,9,0.24,198209
1982,10,-0.05,198210
1982,11,-0.17,198211
1982,12,0.72,198212
1983,1,0.89,198301
1983,2,0.86,198302
1983,3,0.63,198303
1983,4,0.24,198304
1983,5,0.33,198305
1983,6,0.19,198306
1983,7,0.35,198307
1983,8,0.53,198308
1983,9,0.51,198309
1983,10,0.27,198310
1983,11,1,198311
1983,12,0.33,198312
1984,1,0.38,198401
1984,2,0,198402
1984,3,0.47,198403
1984,4,0.09,198404
1984,5,0.6,198405
1984,6,0.07,198406
1984,7,0.06,198407
1984,8,0.15,198408
1984,9,-0.09,198409
1984,10,0.06,198410
1984,11,-0.22,198411
1984,12,-0.73,198412
1985,1,0.32,198501
1985,2,-0.35,198502
1985,3,0.29,198503
1985,4,0.28,198504
1985,5,0.3,198505
1985,6,0.1,198506
1985,7,-0.11,198507
1985,8,0.2,198508
1985,9,-0.05,198509
1985,10,0.05,198510
1985,11,0.01,198511
1985,12,0.21,198512
1986,1,0.76,198601
1986,2,0.53,198602
1986,3,0.63,198603
1986,4,0.52,198604
1986,5,0.44,198605
1986,6,0.31,198606
1986,7,0.06,198607
1986,8,0.18,198608
1986,9,0.03,198609
1986,10,0.08,198610
1986,11,-0.05,198611
1986,12,0.16,198612
1987,1,0.48,198701
1987,2,1.16,198702
1987,3,0.13,198703
1987,4,0.33,198704
1987,5,0.43,198705
1987,6,0.31,198706
1987,7,0.55,198707
1987,8,0.34,198708
1987,9,0.48,198709
1987,10,0.2,198710
1987,11,0.1,198711
1987,12,0.91,198712
1988,1,0.81,198801
1988,2,0.36,198802
1988,3,0.75,198803
1988,4,0.7,198804
1988,5,0.56,198805
1988,6,0.64,198806
1988,7,0.53,198807
1988,8,0.47,198808
1988,9,0.51,198809
1988,10,0.47,198810
1988,11,0.4,198811
1988,12,0.82,198812
1989,1,0.2,198901
1989,2,0.49,198902
1989,3,0.66,198903
1989,4,0.34,198904
1989,5,0.38,198905
1989,6,0.22,198906
1989,7,0.3,198907
1989,8,0.27,198908
1989,9,0.27,198909
1989,10,0.38,198910
1989,11,0.17,198911
1989,12,0.74,198912
1990,1,0.57,199001
1990,2,0.61,199002
1990,3,1.68,199003
1990,4,0.8,199004
1990,5,0.6,199005
1990,6,0.53,199006
1990,7,0.29,199007
1990,8,0.44,199008
1990,9,0.31,199009
1990,10,0.6,199010
1990,11,0.83,199011
1990,12,0.69,199012
1991,1,0.7,199101
1991,2,0.83,199102
1991,3,0.42,199103
1991,4,0.83,199104
1991,5,0.48,199105
1991,6,0.72,199106
1991,7,0.48,199107
1991,8,0.41,199108
1991,9,0.49,199109
1991,10,0.42,199110
1991,11,0.37,199111
1991,12,0.3,199112
1992,1,0.99,199201
1992,2,0.83,199202
1992,3,0.75,199203
1992,4,0.28,199204
1992,5,0.28,199205
1992,6,0.13,199206
1992,7,-0.2,199207
1992,8,-0.05,199208
1992,9,-0.25,199209
1992,10,-0.11,199210
1992,11,-0.14,199211
1992,12,0.46,199212
1993,1,0.68,199301
1993,2,0.69,199302
1993,3,0.83,199303
1993,4,0.38,199304
1993,5,0.38,199305
1993,6,0.32,199306
1993,7,0.28,199307
1993,8,0.21,199308
1993,9,0.04,199309
1993,10,0.24,199310
1993,11,-0.31,199311
1993,12,0.52,199312
1994,1,0.48,199401
1994,2,-0.28,199402
1994,3,0.72,199403
1994,4,0.59,199404
1994,5,0.66,199405
1994,6,0.64,199406
1994,7,0.33,199407
1994,8,0.31,199408
1994,9,0.47,199409
1994,10,0.66,199410
1994,11,0.72,199411
1994,12,0.54,199412
1995,1,1.04,199501
1995,2,1.59,199502
1995,3,0.83,199503
1995,4,0.62,199504
1995,5,0.48,199505
1995,6,0.76,199506
1995,7,0.53,199507
1995,8,0.81,199508
1995,9,0.66,199509
1995,10,0.76,199510
1995,11,0.75,199511
1995,12,0.51,199512
1996,1,0.2,199601
1996,2,0.78,199602
1996,3,0.32,199603
1996,4,0.09,199604
1996,5,0.57,199605
1996,6,0.36,199606
1996,7,0.44,199607
1996,8,0.36,199608
1996,9,0.11,199609
1996,10,0.13,199610
1996,11,0.28,199611
1996,12,0.55,199612
1997,1,0.52,199701
1997,2,0.74,199702
1997,3,0.79,199703
1997,4,0.61,199704
1997,5,0.43,199705
1997,6,0.64,199706
1997,7,0.48,199707
1997,8,0.6,199708
1997,9,0.77,199709
1997,10,0.82,199710
1997,11,0.6,199711
1997,12,0.74,199712
1998,1,0.73,199801
1998,2,1.69,199802
1998,3,0.93,199803
1998,4,1.23,199804
1998,5,0.99,199805
1998,6,1,199806
1998,7,1.14,199807
1998,8,1.11,199808
1998,9,0.83,199809
1998,10,0.73,199810
1998,11,0.34,199811
1998,12,1.12,199812
1999,1,1.01,199901
1999,2,1.7,199902
1999,3,0.37,199903
1999,4,0.78,199904
1999,5,0.64,199905
1999,6,0.63,199906
1999,7,0.67,199907
1999,8,0.55,199908
1999,9,0.66,199909
1999,10,0.63,199910
1999,11,0.63,199911
1999,12,1.2,199912
2000,1,0.51,200001
2000,2,1.08,200002
2000,3,1.08,200003
2000,4,1.34,200004
2000,5,0.74,200005
2000,6,0.63,200006
2000,7,0.54,200007
2000,8,0.68,200008
2000,9,0.51,200009
2000,10,0.22,200010
2000,11,0.07,200011
2000,12,0.22,200012
2001,1,0.75,200101
2001,2,0.53,200102
2001,3,1.19,200103
2001,4,0.96,200104
2001,5,1.04,200105
2001,6,0.7,200106
2001,7,0.83,200107
2001,8,0.91,200108
2001,9,0.69,200109
2001,10,0.6,200110
2001,11,1.33,200111
2001,12,0.77,200112
2002,1,1.41,200201
2002,2,1.71,200202
2002,3,1.57,200203
2002,4,0.77,200204
2002,5,0.8,200205
2002,6,0.77,200206
2002,7,0.99,200207
2002,8,0.84,200208
2002,9,0.84,200209
2002,10,0.54,200210
2002,11,0.95,200211
2002,12,0.41,200212
2003,1,1.34,200301
2003,2,0.95,200302
2003,3,0.86,200303
2003,4,0.86,200304
2003,5,0.95,200305
2003,6,0.7,200306
2003,7,0.75,200307
2003,8,0.89,200308
2003,9,0.87,200309
2003,10,1.15,200310
2003,11,0.7,200311
2003,12,1.47,200312
2004,1,0.95,200401
2004,2,1.31,200402
2004,3,1.3,200403
2004,4,0.86,200404
2004,5,0.48,200405
2004,6,0.58,200406
2004,7,0.41,200407
2004,8,0.5,200408
2004,9,0.66,200409
2004,10,0.82,200410
2004,11,1.41,200411
2004,12,0.63,200412
2005,1,1.09,200501
2005,2,0.75,200502
2005,3,1.35,200503
2005,4,1.32,200504
2005,5,0.99,200505
2005,6,1.03,200506
2005,7,0.96,200507
2005,8,0.82,200508
2005,9,1.11,200509
2005,10,1.21,200510
2005,11,1.46,200511
2005,12,1.15,200512
2006,1,0.7,200601
2006,2,1.32,200602
2006,3,1.17,200603
2006,4,0.74,200604
2006,5,0.68,200605
2006,6,1.06,200606
2006,7,0.91,200607
2006,8,0.95,200608
2006,9,0.88,200609
2006,10,1.07,200610
2006,11,0.88,200611
2006,12,1.49,200612
2007,1,1.97,200701
2007,2,1.15,200702
2007,3,1.25,200703
2007,4,1.47,200704
2007,5,1.11,200705
2007,6,0.76,200706
2007,7,0.83,200707
2007,8,0.91,200708
2007,9,1.03,200709
2007,10,1.03,200710
2007,11,1.11,200711
2007,12,0.99,200712
2008,1,0.22,200801
2008,2,0.6,200802
2008,3,1.87,200803
2008,4,0.83,200804
2008,5,0.84,200805
2008,6,0.8,200806
2008,7,0.87,200807
2008,8,0.76,200808
2008,9,0.71,200809
2008,10,1.24,200810
2008,11,1.33,200811
2008,12,0.83,200812
2009,1,1.06,200901
2009,2,1.04,200902
2009,3,1.01,200903
2009,4,1.1,200904
2009,5,0.77,200905
2009,6,0.79,200906
2009,7,0.75,200907
2009,8,0.93,200908
2009,9,1.16,200909
2009,10,0.85,200910
2009,11,1.01,200911
2009,12,0.59,200912
2010,1,1.03,201001
2010,2,1.19,201002
2010,3,1.56,201003
2010,4,1.43,201004
2010,5,1.22,201005
2010,6,1.18,201006
2010,7,1.14,201007
2010,8,1.05,201008
2010,9,0.91,201009
2010,10,1.11,201010
2010,11,1.57,201011
2010,12,0.6,201012
2011,1,0.62,201101
2011,2,0.59,201102
2011,3,1,201103
2011,4,1.22,201104
2011,5,0.83,201105
2011,6,1.03,201106
2011,7,1.04,201107
2011,8,1.05,201108
2011,9,0.99,201109
2011,10,1.15,201110
2011,11,0.7,201111
2011,12,1,201112
2012,1,0.64,201201
2012,2,0.53,201202
2012,3,0.9,201203
2012,4,1.48,201204
2012,5,1.35,201205
2012,6,1.24,201206
2012,7,1.04,201207
2012,8,0.97,201208
2012,9,1.12,201209
2012,10,1.05,201210
2012,11,1.15,201211
2012,12,0.32,201212
2013,1,1.04,201301
2013,2,1.21,201302
2013,3,1.11,201303
2013,4,0.8,201304
2013,5,1.15,201305
2013,6,1.1,201306
2013,7,0.83,201307
2013,8,0.88,201308
2013,9,0.97,201309
2013,10,0.96,201310
2013,11,1.49,201311
2013,12,1.1,201312
2014,1,1.16,201401
2014,2,0.36,201402
2014,3,1.39,201403
2014,4,1.36,201404
2014,5,1.21,201405
2014,6,1.01,201406
2014,7,0.81,201407
2014,8,1.08,201408
2014,9,0.99,201409
2014,10,1.03,201410
2014,11,0.74,201411
2014,12,1.36,201412
2015,1,1.48,201501
2015,2,1.69,201502
2015,3,1.7,201503
2015,4,1.18,201504
2015,5,1.34,201505
2015,6,1.31,201506
2015,7,1.07,201507
2015,8,1.2,201508
2015,9,1.26,201509
2015,10,1.49,201510
2015,11,1.39,201511
2015,12,1.98,201512
2016,1,1.69,201601
2016,2,2.43,201602
2016,3,2.53,201603
2016,4,1.96,201604
2016,5,1.32,201605
2016,6,1.24,201606
2016,7,1.19,201607
2016,8,1.4,201608
2016,9,1.39,201609
2016,10,0.9,201610
2016,11,1.11,201611
2016,12,1.31,201612
2017,1,1.66,201701
2017,2,1.79,201702
2017,3,1.98,201703
2017,4,1.43,201704
2017,5,1.3,201705
2017,6,1.2,201706
2017,7,1.23,201707
2017,8,1.28,201708
2017,9,1.27,201709
2017,10,1.13,201710
2017,11,1.18,201711
2017,12,1.57,201712
2018,1,1.18,201801
2018,2,1.22,201802
2018,3,1.61,201803
2018,4,1.36,201804
2018,5,1.26,201805
2018,6,1.13,201806
2018,7,1.2,201807
2018,8,1.05,201808
2018,9,1.1,201809
2018,10,1.34,201810
2018,11,0.91,201811
2018,12,1.25,201812
2019,1,1.65,201901
2019,2,1.18,201902
2019,3,2.02,201903
2019,4,1.58,201904
2019,5,1.17,201905
2019,6,1.32,201906
2019,7,1.19,201907
2019,8,1.13,201908
2019,9,1.38,201909
2019,10,1.42,201910
2019,11,1.29,201911
2019,12,1.76,201912
2020,1,2.09,202001
2020,2,2.27,202002
2020,3,2.14,202003
2020,4,1.65,202004
2020,5,1.41,202005
2020,6,1.3,202006
2020,7,1.23,202007
2020,8,1.28,202008
2020,9,1.48,202009
2020,10,1.22,202010
2020,11,1.74,202011
2020,12,1.29,202012
2021,1,1.35,202101
2021,2,0.93,202102
2021,3,1.6,202103
